project,archive_ident,title,columns,defalut_value
ARCSS,106.248,ArcticRIMS: NCEP Reanalysis LongWaveDown Radiation,minimum_longitude,-180.00000
ARCSS,106.249,ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation,minimum_longitude,-180.00000
ARCSS,106.266,Late Holocene Climatic and Environmental Change Inferred from Arctic Lake Sediments,minimum_longitude,-180.00000
ARCSS,106.251,ArcticRIMS: Daily Simulated runoff from Pan-Arctic Water Balance Model,minimum_longitude,-180.00000
ARCSS,106.252,ArcticRIMS: Snow Water Equivalent,minimum_longitude,-180.00000
ARCSS,106.253,"ArcticRIMS: Daily Temperature, Topographically Adjusted",minimum_longitude,-180.00000
ARCSS,106.254,ArcticRIMS: NCEP Reanalysis Temperature,minimum_longitude,-180.00000
ARCSS,106.240,ArcticRIMS: NCEP Reanalysis Precipitation,minimum_longitude,-180.00000
ARCSS,106.255,ArcticRIMS: NCEP Reanalysis Maximum Temperature,minimum_longitude,-180.00000
ARCSS,106.256,ArcticRIMS: NCEP Reanalysis Minimum Temperature,minimum_longitude,-180.00000
ARCSS,106.258,ArcticRIMS: Daily Thaw Depth and Frozen Ground Depth,minimum_longitude,-180.00000
ARCSS,106.259,"ArcticRIMS: Daily Thaw Depth and Frozen Ground Depth, Based on ERA-40 2-meter",minimum_longitude,-180.00000
ARCSS,106.260,ArcticRIMS: SSM/I Freeze Thaw 5-day Composites,minimum_longitude,-180.00000
ARCSS,106.257,ArcticRIMS: 2m Air Temperature From ERA-40 Re-analysis,minimum_longitude,-180.00000
ARCSS,106.241,ArcticRIMS: Precipitation From ERA-40 Re-analysis,minimum_longitude,-180.00000
ARCSS,106.246,ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation,minimum_longitude,-180.00000
ARCSS,106.250,ArcticRIMS: NCEP Reanalysis LongWaveUp Radiation,minimum_longitude,-180.00000
ARCSS,106.215,"North Pole Environmental Observatory (NPEO) Nutrient, Chlorophyll, and Hydrographic Profiles",minimum_longitude,-180.00000
ARCSS,106.269,"ArcticRIMS: Daily Precipitation, From Monthly Station Records And Disaggregation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.270,"ArcticRIMS: Daily Precipitation From Statistical Reconstructions , Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.271,"ArcticRIMS: NCEP Reanalysis Precipitation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.272,"ArcticRIMS: Precipitation From ERA-40 Re-analysis , Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.273,"ArcticRIMS: NCEP Reanalysis Vapor Pressure, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.274,"ArcticRIMS: NCEP Reanalysis ShortWaveUp Radiation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.275,"ArcticRIMS: NCEP Reanalysis Wind Direction, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.276,"ArcticRIMS: NCEP Reanalysis Wind Speed, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.277,"ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.278,"ArcticRIMS: NCEP Reanalysis ShortWaveNet Radiation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.279,"ArcticRIMS: NCEP Reanalysis LongWaveDown Radiation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.280,"ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.281,"ArcticRIMS: NCEP Reanalysis LongWaveUp Radiation, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.282,"ArcticRIMS: Daily Simulated Runoff From Pan-Arctic Water Balance Model , Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.283,"ArcticRIMS: Snow Water Equivalent , Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.284,"ArcticRIMS: Daily Temperature, Topographically Adjusted, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.285,"ArcticRIMS: NCEP Reanalysis Temperature, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.286,"ArcticRIMS: NCEP Reanalysis Maximum Temperature, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.287,"ArcticRIMS: NCEP Reanalysis Minimum Temperature, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.288,"ArcticRIMS: 2m Air Temperature From ERA-40 Re-Analysis , Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.289,"ArcticRIMS: Daily Thaw Depth And Frozen Ground Depth, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.290,"ArcticRIMS: Daily Thaw Depth And Frozen Ground Depth, Based on ERA-40 2-meter, Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.291,"ArcticRIMS: SSM/I Freeze Thaw 5-day Composites , Aggregated by Administrative Regions",minimum_longitude,-180.00000
ARCSS,106.294,BIOMAS Model Results (a coupled sea ice/ocean/ecosystem model),minimum_longitude,-180.00000
ARCSS,106.293,Proceedings of the International Conferences on Permafrost 1963-2008,minimum_longitude,-180.00000
ARCSS,106.295,An Analysis of the Carbon Balance of the Arctic Basin from 1997 to 2006,minimum_longitude,-180.00000
ARCSS,106.261,Summer Warmth Index Average from 1982-2003,minimum_longitude,-180.00000
ARCSS,106.262,Landscape Age of the Arctic,minimum_longitude,-180.00000
ARCSS,106.303,HLY08-03 Physiological and Biochemical Characteristics of Krill,minimum_longitude,-180.00000
ARCSS,106.304,Toward Reanalysis of the Arctic Climate System - Sea Ice and Ocean Reconstruction with Data Assimilation,minimum_longitude,-180.00000
ARCSS,106.308,ARCSS Surface Air Temperature (ARCSS-SAT) Analysis,minimum_longitude,-180.00000
ARCSS,106.231,Pan-Arctic Land Surface (PALS) model drivers and outputs,minimum_longitude,-180.00000
ARCSS,106.309,SnowModel Pan-Arctic Data 1979-2009,minimum_longitude,-180.00000
ARCSS,106.312,Biocomplexity Associated with the Response of Tundra Carbon Balance to Warming and Drying,minimum_longitude,-180.00000
ARCSS,106.ARCSS072,"SCICEX Hydrographic Data, 1993",minimum_longitude,-180.00000
ARCSS,106.ARCSS079,Chemical and Isotopic Tracers from the Arctic Ocean,minimum_longitude,-180.00000
ARCSS,106.340,"Arctic snow black carbon concentrations, and absorption by other light-absorbing aerosol",minimum_longitude,-180.00000
ARCSS,106.342,HOTRAX 2005 sediment core HLY0503-8JPC,minimum_longitude,-180.00000
ARCSS,106.404,"ECCO2 model Arctic Domain, 18km",minimum_longitude,-180.00000
ARCSS,106.405,"ECCO2 model Arctic Domain, 4km",minimum_longitude,-180.00000
ARCSS,106.406,SBI Cruise HLY0201 merged bottle dataset,minimum_longitude,-180.00000
ARCSS,106.409,SBI Cruise HLY0403 merged bottle dataset,minimum_longitude,-180.00000
ARCSS,106.408,SBI Cruise HLY0402 merged bottle dataset,minimum_longitude,-180.00000
ARCSS,106.396,Arctic Infrared Satellite Composite Imagery,minimum_longitude,-180.00000
ARCSS,106.397,Arctic Longwave Infrared Satellite Composite Imagery,minimum_longitude,-180.00000
ARCSS,106.398,Arctic Shortwave Infrared Satellite Composite Imagery,minimum_longitude,-180.00000
ARCSS,106.399,Arctic Water Vapor Channel Satellite Composite Imagery,minimum_longitude,-180.00000
ARCSS,106.411,TOVS-Derived Downwelling Surface Longwave Radiation in the Arctic 1979-2005,minimum_longitude,-180.00000
ARCSS,106.410,SBI Cruise NBP03-04a merged bottle dataset,minimum_longitude,-180.00000
ARCSS,106.407,SBI Cruise HLY0203 merged bottle dataset,minimum_longitude,-180.00000
ARCSS,106.413,Arctic Visible Band Satellite Composite Imagery,minimum_longitude,-180.00000
ARCSS,106.414,"Methane ebullition flux data from thermokarst lakes, 2003-2010",minimum_longitude,-180.00000
ATLAS,46.6100,North Slope: Chandalar Shelf Temp & Soil Moisture Excel Data,minimum_longitude,-180.00000
ATLAS,46.6110,North Slope: Deadhorse Temp & Soil Moisture Excel Data,minimum_longitude,-180.00000
ATLAS,46.6120,North Slope: Franklin Bluffs Temp & Soil Moisture Excel Data,minimum_longitude,-180.00000
ATLAS,46.6130,North Slope: Galbraith Lake Temp & Soil Moisture Excel Data,minimum_longitude,-180.00000
ATLAS,46.6140,North Slope: Toolik Lake Temp & Soil Moisture Excel Data,minimum_longitude,-180.00000
ATLAS,46.6150,North Slope: West Dock Temp & Soil Moisture Excel Data,minimum_longitude,-180.00000
ATLAS,46.610,North Slope: Chandalar Shelf Temp & Soil Moisture Data,minimum_longitude,-180.00000
ATLAS,46.611,North Slope: Deadhorse Temp & Soil Moisture Data,minimum_longitude,-180.00000
ATLAS,46.612,North Slope: Franklin Bluffs Temp & Soil Moisture Data,minimum_longitude,-180.00000
ATLAS,46.613,North Slope: Galbraith Lake Temp & Soil Moisture Data,minimum_longitude,-180.00000
ATLAS,46.614,North Slope: Toolik Lake Temp & Soil Moisture Data,minimum_longitude,-180.00000
ATLAS,46.615,North Slope: West Dock Temp & Soil Moisture Data,minimum_longitude,-180.00000
ATLAS,56.004,"Toolik Extractable Soil Nitrogen and Net Nitrogen Mineralization Data [Welker, J., C. Bilbrough]",minimum_longitude,-180.00000
ATLAS,46.616,"Circumpolar Arctic Vegetation Mapping (CAVM) [Walker, D., H. Maier]",minimum_longitude,-180.00000
ATLAS,46.815,"CALM Home Page [Hinkel, K.]",minimum_longitude,-180.00000
ATLAS,46.644,"TEM Model Panarctic Simulations [McGuire, A. D.]",minimum_longitude,-180.00000
ATLAS,46.650,"Modeling the Effect of Snowpack on Respiration - CASA Model [McGuire, A. D.]",minimum_longitude,-180.00000
ATLAS,46.651,"Modeling the Effect of Snowpack on Respiration - Century Model [McGuire, A. D.]",minimum_longitude,-180.00000
ATLAS,46.652,"Modeling the Effect of Snowpack on Respiration - TEM Model [McGuire, A. D.]",minimum_longitude,-180.00000
ATLAS,46.718,"IGBP High Latitude Transects [McGuire, A. D. et al.]",minimum_longitude,-180.00000
ATLAS,46.740,"Estimates of Large-Scale Fluxes in High Latitudes [Dargaville, R.]",minimum_longitude,-180.00000
ATLAS,46.756,"Evaluation of Terrestrial Carbon Cycle Models [Dargaville, R.]",minimum_longitude,-180.00000
BEST,102.001,HLY-07-01 Aloftcon Camera Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.002,HLY-07-01 Fantail Camera Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.005,HLY-07-01 Forward Thermosalinograph Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.006,HLY-07-01 Raw 75 KHz ADCP Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.007,HLY-07-01 DMSP Satellite Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.008,HLY-07-01 POES Satellite Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.012,HLY-07-01 SCS One Minute Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.013,HLY-07-01 LDEO One Minute Averaged Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.017,USCGC Healy HLY-07-01 Ship Log - Weather Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.018,USCGC Healy HLY-07-01 Ship Log - Navigation Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.021,HLY-08-02 Aloftcon Camera Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.022,HLY-08-02 Fantail Camera Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.023,HLY-08-02 Raw Seabeam Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.026,USCGC Healy HLY-08-03 Ship Log - Weather Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.027,USCGC Healy HLY-08-03 Ship Log - Navigation Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.031,HLY-08-02 Raw Knudsen 320B/R Depth Sounder Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.033,USCGC Healy HLY-08-02 Ship Log - Weather Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.034,USCGC Healy HLY-08-02 Ship Log - Navigation Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.042,"HLY-08-01 DMSP Satellite Images [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.043,"HLY-08-01 POES Satellite Images [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.044,HLY-08-02 LDEO One Minute Averaged Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.046,HLY-08-02 Raw 75 KHz ADCP Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.048,USCGC Healy HLY-08-03 Ship Log - Science Events Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.050,HLY-08-02 DMSP Satellite Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.051,HLY-08-02 POES Satellite Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.053,"HLY-08-01 TeraScan AVHRR Satellite Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.054,"HLY-08-01 TeraScan DMSP Satellite Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.055,HLY-08-02 TeraScan DMSP Satellite Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.064,HLY-08-03 TeraScan DMSP Satellite Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.065,HLY-08-03 TeraScan AVHRR Satellite Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.066,HLY-08-02 TeraScan AVHRR Satellite Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.068,HLY-08-03 Aloftcon Camera Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.069,HLY-08-03 Fantail Camera Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.070,HLY-08-03 Raw Seabeam Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.072,HLY-08-03 Raw 150 KHz ADCP Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.073,HLY-08-03 LDEO One Minute Averaged Data [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.075,HLY-08-03 DMSP Satellite Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.076,HLY-08-03 POES Satellite Images [Sambrotto/LDEO],minimum_longitude,-180.00000
BEST,102.080,"HLY-07-01 and HLY-07-02 Observations of Marine Mammals of Beringia [Ray, G.C.]",minimum_longitude,-180.00000
BEST,102.081,"HLY-08-01 and HLY-08-02 Observations of Marine Mammals of Beringia [Ray, G.C.]",minimum_longitude,-180.00000
BEST,102.082,"HLY-06-01 Observations of Marine Mammals of Beringia [Ray, G.C.]",minimum_longitude,-180.00000
BEST,102.083,HLY-08-02 Microzooplankton stocks and grazing rates,minimum_longitude,-180.00000
BEST,102.084,"HLY-09-01 Raw Knudsen 320B/R Depth Sounder Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.085,"HLY-09-01 Raw 75 KHz ADCP Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.086,"HLY-09-01 TeraScan Raw DMSP Satellite Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.087,"HLY-09-01 TeraScan Raw HRPT Satellite Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.088,"HLY-09-01 TeraScan DMSP Satellite Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.089,"HLY-09-01 TeraScan HRPT Satellite Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.090,"HLY-09-01 DMSP Satellite Images [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.091,"HLY-09-01 HRPT Satellite Images [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.092,"HLY-09-01 Aloftcon Camera Images [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.093,"HLY-09-01 Fantail Camera Images [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.094,"HLY-09-01 LDEO One Minute Averaged Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.098,USCGC Healy HLY-09-01 Ship Log - Navigation Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.099,USCGC Healy HLY-09-01 Ship Log - Weather Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.100,USCGC Healy HLY-09-01 Ship Log - Science Events Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.104,"HLY-09-01 Elog Event Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.105,"HLY-09-01 XBT Data [Cooper, L./LDEO]",minimum_longitude,-180.00000
BEST,102.106,HLY-09-02 LDEO One Minute Averaged Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.107,HLY-09-02 Aloftcon Camera Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.108,HLY-09-02 Fantail Camera Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.109,USCGC Healy HLY-09-02 Ship Log - Navigation Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.110,USCGC Healy HLY-09-02 Ship Log - Weather Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.111,USCGC Healy HLY-09-02 Ship Log - Science Events Information [US Coast Guard],minimum_longitude,-180.00000
BEST,102.114,HLY-09-02 HRPT Satellite Images [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.115,HLY-09-02 Raw 75 KHz ADCP Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.116,HLY-09-02 Raw 150 KHz ADCP Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.117,HLY-09-02 TeraScan DMSP Satellite Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.118,HLY-09-02 TeraScan HRPT Satellite Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.119,HLY-09-02 Elog Event Data [Ashjian/LDEO],minimum_longitude,-180.00000
BEST,102.129,KN195-10 Raw Knudsen 320B/R Depth Sounder Data [Sambrotto/WHOI],minimum_longitude,-180.00000
BEST,102.130,KN195-10 Gravimeter Data [Sambrotto/WHOI],minimum_longitude,-180.00000
BEST,102.131,KN195-10 Underway Sensor Data [Sambrotto/WHOI],minimum_longitude,-180.00000
BEST,102.132,KN195-10 Ship Track Data [Sambrotto/WHOI],minimum_longitude,-180.00000
BEST,102.014,"HLY-07-01 Bottle and Nutrient Data (ASCII) [Mordy, C.]",minimum_longitude,-180.00000
